Item ID,Sentiment,SentimentText,Clean_text
745,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ ,rt hour journey completed hr excluding waiting time hrsu take responsibility mostly train late tâ
746,5,@sureshpprabhu @RailMinIndia @drmdelhi Mission 5 min fail at DEC.PASSANGER not getting tickets in 5 min https://t.co/0GC9NW3uxB,mission min fail decpassanger getting ticket min httpstcogcnwuxb
747,4,@sureshpprabhu @RailMinIndia Train no-12488(semanchal)From -Anvt to PatnaRunning very late(4 to 9 hrs) on daily basis.plz do the needful.,train nosemanchalfrom anvt patnarunning late hr daily basisplz needful
748,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only .,veg thali paid rs
749,4,@RailMinIndia again train late by an hour https://t.co/W1YPmaCj4N,train late hour httpstcowypmacjn
750,6,"RT @RailMinIndia: Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of traâ¦ ",rt sh vishvesh chaubegm nr undertook surprise inspection new delhi stn amp took stock passenger amenity traâ
751,4,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦,rt ntes national train enquiry system updating mumbai localtrain running info properly
752,5,"@sureshpprabhu @RailMinIndia Bought 1st class ticket of western rly local train, board oldest train running on d li https://t.co/zAqO9Zm1KR",bought st class ticket western rly local train board oldest train running li httpstcozaqozmkr
753,0,@RailMinIndia @SRailwayIndia on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows,board housekeeping info sticker tampared housekeeping rain water comming window
754,0,@RailMinIndia VERY VERY dirty toilets. 12423 DBRT Rajdhani Express. Coach B4.Never expected this in Rajdhani train@sureshpprabhu,very very dirty toilet dbrt rajdhani express coach bnever expected rajdhani train
755,0,@RailMinIndia...toilet very dirty in s4 coach of saraighat express 12345...contents of toilet are over flowing....,toilet dirty coach saraighat express content toilet flowing
756,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.. https://t.co/cdfsa43XyZ,water wasted lttmumbai no action taken station master httpstcocdfsaxyz
757,6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Rupv5ynCuH,httpstcorupvyncuh
758,4,@RailMinIndia very dirty kamakhaya plateform no 4 see d mentally retaired people n bagger at plateform no cleaning https://t.co/0YmVAkeUul,dirty kamakhaya plateform see mentally retaired people n bagger plateform cleaning httpstcoymvakeuul
759,4,@RailMinIndia I'm on train 02366 ANVT Patna Suvidha with dynamic fare. Paid Rs 1800/- for SL with no pantry &amp; this train is late!,im train anvt patna suvidha dynamic fare paid rs sl pantry amp train late
760,4,@RailMinIndia @GM_CRly @drmmumbaicr Tweet No 1. Suburban Central Trains late again by 20-25 mins during peak hour. Jam Packed. Made in India,tweet no suburban central trains late min peak hour jam packed made india
761,4,"@sureshpprabhu @RailMinIndia I am travelling by 14512 Nauchandi Express, the train is already late by 3 hours causing great inconvinience.",i travelling nauchandi express train already late hour causing great inconvinience
762,3,@sureshpprabhu @indiaraillnews @IRCTC_Ltd @RailMinIndia @Indianrlyinfo @PMOIndia charging 5 rs etc per water bottle and behaving badly..,charging r etc per water bottle behaving badly
763,4,@RailMinIndia why there is no announcement for 12431 which was schedule to reach at Panvel at 18:05 PM on 2/12/17. Please respond,announcement schedule reach panvel pm please respond
764,2,@RailMinIndia immediate medical assistance needed at Kanpur rly st in Brahmaputra mail gen coach near engine,immediate medical assistance needed kanpur rly st brahmaputra mail gen coach near engine
765,6,@RailMinIndia Cant justify This Station Approval? The distance is only 2 kms! this place is reserved 4 MentalHospitâ¦ https://t.co/XNELV33iNo,cant justify this station approval the distance km place reserved mentalhospitâ httpstcoxnelvino
766,5,@RailMinIndia complaint for non allocation of lower birth to senior citizens not responded. Mail sent on 22 May 2016 https://t.co/BbeuuElEGX,complaint non allocation lower birth senior citizen responded mail sent may httpstcobbeuuelegx
767,5,"@RailMinIndia Sir, I have examination in Kolkata on 12/06/16 conducted by WBPSC. My Ticket not confirmed PNR no- 2647308179. Pls help me.",sir i examination kolkata conducted wbpsc my ticket confirmed pnr pls help
768,3,RT @NDJonesAuthor: Never has love tasted so salty-sweet. Never has fate burned so hot. https://t.co/hVNE5S1jkm Pick up your .99 copy oâ¦,rt never love tasted saltysweet never fate burned hot httpstcohvnesjkm pick copy oâ
769,5,@RailMinIndia @drmsdah @sureshpprabhu  plz stop this.they are carrying goods without tickets in Down Lalgola Memu nw https://t.co/FWhWFL3XlE,plz stop thisthey carrying good without ticket down lalgola memu nw httpstcofwhwflxle
770,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia @PiyushGoyal sorry for inconvenience ,matter noted @IRCTC_Ltd",sorry inconvenience matter noted
771,3,@RailMinIndia sir water bottle for rs 20 and tea for 10 at villupuram jn take action,sir water bottle r tea villupuram jn take action
772,1,"@RailMinIndia @alok4u220022 Sir, FIR has been lodged by GRP/Varanasi vide Cr.No. Nil/94/16 U/S 379 IPC has been transferred to GRP/Kiul.",sir fir lodged grpvaranasi vide crno nil us ipc transferred grpkiul
773,3,@RailMinIndia @sureshpprabhu paschim express vendor doesn't give food as per the menu Nd doesn't give rail neer watervendor is Mr aggarwal.,paschim express vendor doesnt give food per menu nd doesnt give rail neer watervendor mr aggarwal
774,5,"@sureshpprabhu @RailMinIndia sir,wt shall consumer do if IRCTC doesn;t take care of issue? thr telephone customer support is worst ever exp&gt;",sirwt shall consumer irctc doesnt take care issue thr telephone customer support worst ever expgt
775,5,"@RailMinIndia Sir,Tatkal tickets closed within few seconds.After one hour Agent will sales the ticket 600Rs extra from base rate.kindlyclose",sirtatkal ticket closed within secondsafter one hour agent sale ticket rs extra base ratekindlyclose
776,5,@RailMinIndia Sirohi Rajasthan railway counter hacked by unauthorized agent. Poor public facing problem. No governance.,sirohi rajasthan railway counter hacked unauthorized agent poor public facing problem no governance
777,3,"@RailMinIndia  wish the food had not been unpalatable &amp; unhygienic, toilets so unclean. 12006, 9-6-16, C6. Train travel is an ordeal!",wish food unpalatable amp unhygienic toilet unclean c train travel ordeal
778,5,@sureshpprabhu @RailMinIndia  sir staff caught by ttr in yesvantpur Blr no platform ticket asking fine of Rs 650 is it right amount.,sir staff caught ttr yesvantpur blr platform ticket asking fine rs right amount
779,5,@sureshpprabhu @RailMinIndia IRctc website was better in Lalu's time for common man. plz allocate sometime for tatkal quota for common man,irctc website better lalus time common man plz allocate sometime tatkal quota common man
780,3,@bk14564 @NitinSubudhi @RailMinIndia @PiyushGoyal They will not give reply..Doon caterer r habitual offenders n u wâ¦ https://t.co/JijuBdQko2,they give replydoon caterer r habitual offender n u wâ httpstcojijubdqko
781,0,@RailMinIndia @sureshpprabhu no proper maintenance in Samatha express light and fan not working at pnr 6655960301,proper maintenance samatha express light fan working pnr
782,7,"RT @eswarkanchu: @RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) ð KINDLY REâ¦ ",rt sir sri mohd jamshed mt sri pguha principal edcoachg ð kindly reâ
783,6,"@RailMinIndia we are follow to ""PM Idea stop corruption"".thanks to ministry of railway  for stoping tatkal ticket corruption.Thanks",follow pm idea stop corruptionthanks ministry railway stoping tatkal ticket corruptionthanks
784,5,@RailMinIndia @sureshpprabhu trying to connect to IRCTC since 11.00 am for Tatkal but couldn't even login.,trying connect irctc since tatkal couldnt even login
785,4,@RailMinIndia pls see how the train at #Kerala delayed. 12696 TVC MAS SF (schde6.30 pm Kollam) arrived station at 6â¦ https://t.co/HOTOG8HuwO,pls see train kerala delayed tvc mas sf schde pm kollam arrived station â httpstcohotoghuwo
786,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only,veg thali paid rs
787,3,"@RailMinIndia @drmdelhi Quality of food at its worst.PNR:2865039072,TRAIN:12038,DOJ:10-06-16,CC,LDH-NDLS,Dep:16:40,MAITALI+1,C4 45,C4 44",quality food worstpnrtraindojccldhndlsdepmaitalic c
788,3,"@RailMinIndia 12512, vendor is asking more price than actual price list,chappati, egg rice everything high price..looting ppl money",vendor asking price actual price listchappati egg rice everything high pricelooting ppl money
789,4,@sureshpprabhu @RailMinIndia Train no 12485 currently delayed by 2 hours. I hve connectng train 12055 to catch frm new delhi station. HELP,train currently delayed hour i hve connectng train catch frm new delhi station help
790,1,"@RailMinIndia PNR 8553246148 B 11/42, MOBILE NO: 7300113446....DRUNKARD PASSENGER SITTING BESIDE ME, HARASSING MY Fâ¦ https://t.co/gRwlmSyyby",pnr b mobile no drunkard passenger sitting beside me harassing my fâ httpstcogrwlmsyyby
791,5,@RailMinIndiaI booked tkt 90 days early in train num 12166.. I coudnt get confirm . Plzz sir help me My seat num is s6 /39,booked tkt day early train num i coudnt get confirm plzz sir help my seat num
792,4,"@RailMinIndia @KonkanRailway @GM_CRly @PiyushGoyal my sister is traveling by train no 50106, train is 3 hours late.â¦ https://t.co/8xfkCfxZ8E",sister traveling train train hour lateâ httpstcoxfkcfxze
793,3,@RailMinIndia @sureshpprabhu PNR 8535414980 Railway caterers not providing menu card for food. kindly help train at Hazrat nizamuddin,pnr railway caterer providing menu card food kindly help train hazrat nizamuddin
794,0,"@RailMinIndia very poor facilities in Mahanama express with no water and broken taps in sleeper coaches, train running late by approx 1hr",poor facility mahanama express water broken tap sleeper coach train running late approx hr
795,4,@RailMinIndia @PiyushGoyal sir what about the matter that i tweeted you... Still no progress in resuming train no 54212..,sir matter tweeted still progress resuming train
796,0,@RailMinIndia @gmwcrailway Train 29019 Coach A1 - 2nd AC at KOTA. AC not working and no water. Parents not well. Please help!,train coach a nd ac kota ac working water parents well please help
797,4,@RailMinIndia sir..the train status is bit confusing.. https://t.co/1Y83dnU9A8,sirthe train status bit confusing httpstcoydnua
798,5,"@RailMinIndia 2 Kids  age 7. The Seats allocated are in Coach no.  11, 8 and 2.  Please help to get seats in single coach",kids age the seats allocated coach please help get seat single coach
799,6,RT @wbellauthor: RT @MistralKDawn #Treat yourself to a #romantic #adventure among the Fae this #weekend &amp; be #enchanted! #Free w/â¦ ,rt rt treat romantic adventure among fae weekend amp enchanted free wâ
800,2,@RailMinIndia medical issue need AC coach atleast to sbp if anyth possible plz help train 18005 pnr 6552902495 ready to born any extra cost.,medical issue need ac coach atleast sbp anyth possible plz help train pnr ready born extra cost
801,5,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry inconvenienceyour complaint attended cnbstn
802,0,"@RailMinIndia Train no. 12547 Coach S4, Seat no. 56. Fan is not working.",train coach s seat fan working
803,0,@RailMinIndia nowater in s10 coach of purusottam exp 12802 just deparyed from allahabad,nowater coach purusottam exp deparyed allahabad
804,6,@RailMinIndia Thanks a lot for your very good activities for the railway passangers safe journey.,thanks lot good activity railway passangers safe journey
805,5,@RailMinIndia i did typo error for pnr 4840535080 as I typed Rajukmar instead of Rajkumar while booking a tatkal please advise what shd I do,typo error pnr i typed rajukmar instead rajkumar booking tatkal please advise shd i
806,3,"@RailMinIndia paranthas /rotis are not baked properly. I dont understand why bread cutlets are served in breakfast ,who likes it.",paranthas rotis baked properly i dont understand bread cutlet served breakfast like
807,7, @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name . Ahmad Ali D2 sheat no 29,name ahmad ali d sheat
808,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master..... https://t.co/kQKhh3SEjz,water wasted lttmumbai no action taken station master httpstcokqkhhsejz
809,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu.Goods still not despatâ¦ https://t.co/xf2DO1uwvo,booked good luggage nov jalpaiguri sent jammugoods still despatâ httpstcoxfdouwvo
810,1,"@RailMinIndia @shaakuntlaupad Mam, said missing lady could not be traced despite best efforts. Pl lodge missing report with GRP/Dhanbad.",mam said missing lady could traced despite best effort pl lodge missing report grpdhanbad
811,3,@RailMinIndia (pnr 44201392215) the food quality is very low in this train. Please improve,pnr food quality low train please improve
812,4,@RailMinIndia  just starting rain central line is running late.great arrangements by Mumbai local train service.hats off,starting rain central line running lategreat arrangement mumbai local train servicehats
813,4,@sureshpprabhu @RailMinIndia the flagship trains like Duronto are delayed platform is changed last minute total anarchy,flagship train like duronto delayed platform changed last minute total anarchy
814,6,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer inâ¦ https://t.co/BJHFCmNHjh,st stop ho quota seat offer inâ httpstcobjhfcmnhjh
815,5,@RailMinIndia @sureshpprabhu Mistake made by my staff by not taking platform ticket but no reciept given for fine paid in yesvantpur Blr.,mistake made staff taking platform ticket reciept given fine paid yesvantpur blr
816,3,"@RailMinIndia @drmbct @sureshpprabhu Sir,vendor in paschim  serves only 3rd standard bad water,refuses 4 rail neer, https://t.co/hCzAcHOUqc",sirvendor paschim serf rd standard bad waterrefuses rail neer httpstcohczachouqc
817,4,"@sureshpprabhu @RailMinIndia attend WBPCL Civil Engg paper at Kolkata at 12/06/16 at 11 AM. Train no 13132, late 8 hours. Can I get any help",attend wbpcl civil engg paper kolkata am train late hour can i get help
818,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli 54011 stuck between Bijwasan &amp; GGN .Regular late running train. https://t.co/MzckRYlMG7,stuck bijwasan amp ggn regular late running train httpstcomzckrylmg
819,4,@RailMinIndia when train number 22481 is coming at 8.50 am so why train number 22482 is late by 2.15 hours https://t.co/y17VHb8J4A,train number coming train number late hour httpstcoyvhbja
820,6,@RailMinIndia happy with today's journey train was on time,happy today journey train time
821,3,@RailMinIndia Meals on wheels horrible food delivrd by Comesum costing 150 @ 22817Asked 4 chhapaties thali but delivrd combination of both.,meals wheel horrible food delivrd comesum costing asked chhapaties thali delivrd combination
822,5, @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,if person buy ticket online confirmed ticket vâ httpstcofgalcvcmc
823,0,@RailMinIndia fans is not working in train 12142 coach no S8 berth no 68.train is arrived at ppta (Patliputra) station,fan working train coach s berth train arrived ppta patliputra station
824,4, I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh,i want draw attention train running late ive reservation train yday tâ httpstcooeeuzfehgh
825,4,@RailMinIndia Pnr8647770808 very bad situation..all unreserved passengers sitting in resrvation coach causing inconvinience to passengers,pnr bad situationall unreserved passenger sitting resrvation coach causing inconvinience passenger
826,4,@RailMinIndia train no-14312 has started 10 hours late itself.It has caused immense inconvenience and loss. Pnr-8747962829(1/2),train started hour late itselfit caused immense inconvenience loss pnr
827,5,@RailMinIndia  @IRCTC_Ltd no more common people can book ticket from patna to Bangalore  in tatkal when booking ticket 22 seat available,common people book ticket patna bangalore tatkal booking ticket seat available
828,0,@RailMinIndia s1 coach train number 11021 no cleaning of washroom in yashwantpur.,coach train number cleaning washroom yashwantpur
829,3,@RailMinIndia @sureshpprabhu Even the superfast trains are not equipped with pantry cars.,even superfast train equipped pantry car
830,4,"@RailMinIndia @sureshpprabhu Sir,It's 20'10. I've been waiting for train 21126 for last 1 hr.Actual arrival 19:30.NO ANNOUNCEMENTS FOR DELAY",sirits ive waiting train last hractual arrival no announcements for delay
831,7,"@RailMinIndia @brijeshweb Sir, It is a matter of great satisfaction that, u r missing grandfather is safe and reached home safely.",sir it matter great satisfaction u r missing grandfather safe reached home safely
832,4,@sureshpprabhu @RailMinIndia @meerasanyal complete mess at western track in mumbai..trains r coming late..over crowded..,complete mess western track mumbaitrains r coming lateover crowded
833,4,@RailMinIndia rajdhani even getting so late,rajdhani even getting late
834,3,RT @DeepSaxena20: @RailMinIndia Hello sir mai is time malwa express train number 12919 me hu abhi vendor se food ke rate pucha usneâ¦ ,rt hello sir mai time malwa express train number hu abhi vendor se food ke rate pucha usneâ
835,0,@RailMinIndia Train no 12656 no water in Train in tap...look into matter....,train water train taplook matter
836,3,@sureshpprabhu @RailMinIndia @IRCTC_Ltd train 12015. How does irctc serve pathetic veg cutlet full of breadcrumbs in &amp; out. No taste at all,train how irctc serve pathetic veg cutlet full breadcrumb amp no taste
837,6,RT @LoveBitesSilk: A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @Jacqâ¦,rt a highland moon enchantment mary morgan historical pnr httpstcoqrkkqtlakx via
838,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦",rt all commodity registered robust growth steel cement container iron ore coal â
839,7,@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no,please share train
840,5,@sureshpprabhu @RailMinIndia I asked for BPT tickets but bilimora station Clark(hemantbhai)refused to give..Need hel https://t.co/xnxONRy3fC,i asked bpt ticket bilimora station clarkhemantbhairefused giveneed hel httpstcoxnxonryfc
841,5,@TVC138 @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct What do you mean by N/A,what mean na
842,0,@RailMinIndia my PNR is 2118887897 train number 12983. Very bad experience with badding. Just wrapped in paper not even washed.,pnr train number very bad experience badding just wrapped paper even washed
843,0,@RailMinIndia pls arrange water in toilets in train no 14236 at ab1 coach,pls arrange water toilet train ab coach
844,1,"@RailMinIndia @iam_aksharma Sir, missing report has been lodged by GRP/Ajmer  vide No. 393/16 dt. 01.06.2016.",sir missing report lodged grpajmer vide no dt
845,3,@RailMinIndia @sureshpprabhu In train no. 12562 swatantrata senani express people from pantry car selling 15 rs water bottle in 20 rs.,in train swatantrata senani express people pantry car selling r water bottle r
846,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 10:30 hrPls care.,gettin furthr late aftr kanpurlate hrpls care
847,5,@sureshpprabhu @RailMinIndia Dunno y cancellation charges are levied on auto cancellation of tatkal w/l tkts...,dunno cancellation charge levied auto cancellation tatkal wl tkts
848,0,"@RailMinIndia @sureshpprabhu train is very much dirty. So I requesting to you to clean the passenger trains also as well as SF, RAJDHANIS..",train much dirty so i requesting clean passenger train also well sf rajdhanis
849,2,@RailMinIndia @sureshpprabhu sir I requested fr wheelchair fr my old mother on bareilly station but no help provided.I m disappointed.,sir i requested fr wheelchair fr old mother bareilly station help providedi disappointed
850,6,@sureshpprabhu @RailMinIndia instead of giving bread sticks u can provide rusk cubes which is Indian culture.Most of them dnt know hw to eat,instead giving bread stick u provide rusk cube indian culturemost dnt know hw eat
851,4,@RailMinIndia  @sureshpprabhu why train 12948 is standing at naini jn for 2 hours. Some one must be accountable for delay of train.,train standing naini jn hour some one must accountable delay train
852,3,"@sureshpprabhu @RailMinIndia PNR-2318610324, 12304 vry rude rail on wheel caterng,vry late in servce..till nw didnt get dinner",pnr vry rude rail wheel caterngvry late servcetill nw didnt get dinner
853,0,@sureshpprabhu @RailMinIndia PNR No : 4120038313Seat No : 65Train Name : West Coast ExpTrain No : 22638Place is not clean,pnr no seat no train name west coast exptrain no place clean
854,3,"@RailMinIndia res. Sir, Rewa ?? madhya pradesh ke platform no 1 par jo bhi vendors hai sabhi printed MRP se jyada Rs. Buyers se le rahe hai.",re sir rewa madhya pradesh ke platform par jo bhi vendor hai sabhi printed mrp se jyada rs buyers se le rahe hai
855,0,"@RailMinIndia 05513 no water in S4 coach&amp; no on time train, delay 4hr. Only duvidha in this train. Charges 1800rs for what? itarsi cross.",water s coachamp time train delay hr only duvidha train charges r itarsi cross
856,5,@RailMinIndia @DRMJodhpurNWR  had booked tatkal ticket for today's train. W/l is 10. Chart prepared. What is the Refund procedure?,booked tatkal ticket today train wl chart prepared what refund procedure
857,0,"@RailMinIndia Sir, charging slot is not working.My ID:-PNR-8348027182Trn:12149Dt:09-06-2016Frm PUNE to PPTACls:SLP1-S1,53/54",sir charging slot workingmy idpnrtrndtfrm pune pptaclsslps
858,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦",rt sir i travelling coach d seat sorry say wastewater washbasen coming intoâ
859,4,@RailMinIndia  ?????? ??? ?? ?????? ?? ??? ????? ??? ???? ?? ?? ????? ???? ?? ??????#FearOfDelayed,fearofdelayed
860,0,"@RailMinIndia @sureshpprabhu PNR:2647010144,TRAIN:04416. B2-38. Charger point is not working. Plz get it fixed. @sureshpprabhu",pnrtrain b charger point working plz get fixed
861,0,@RailMinIndia @sureshpprabhu very dirty toilet in coach B5 of 12509 exp. Pls pls pls do something. Pnr 4120563680. Divyanshu Mob.7847932526,dirty toilet coach b exp pls pls pls something pnr divyanshu mob
862,2,"@RailMinIndia @sureshpprabhu PNR:2218962027,sir i have a medical pro. Sprain in my leg nd my tckt cnfrm in RS7.pl help me for this pro.",pnrsir medical pro sprain leg nd tckt cnfrm rspl help pro
863,0,@RailMinIndia s2 n s4 toilet choked up 11093 staaled at cheeoki for past 1 hour,n toilet choked staaled cheeoki past hour
864,6,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,take serious action people understand rule lâ httpstcobqyjpbmnsn
865,5,@sureshpprabhu @RailMinIndia ---total irctc website is down. unable to book tatkal. site is not reachable form last one hours,total irctc website unable book tatkal site reachable form last one hour
866,3,@RailMinIndia Bad quality food catered at KGP into BBS-NDLS rajdhani. It not categoriesed as average standard also. https://t.co/2YLbut9LT9,bad quality food catered kgp bbsndls rajdhani it categoriesed average standard also httpstcoylbutlt
867,5,@Cleartrip If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed toâ¦ https://t.co/PKiywKLV2l,if u want ticket print dm u pnr etcu also check whether refund processed toâ httpstcopkiywklvl
868,5,@sureshpprabhu @RailMinIndia At last got ticket from LKO. But How I travel from MB to LKO is a question. And you have to ans this.,at last got ticket lko but how i travel mb lko question and an
869,0,@RailMinIndia @drmnfr_lmg @IR_ENHM till now no action has been taken,till action taken
870,4,@RailMinIndia Everyday magadh exp 12401 running late 3to 5 hrs without any reson.  Is anyome have responsibility. Pâ¦ https://t.co/UzZYQoVuCh,everyday magadh exp running late hr without reson is anyome responsibility pâ httpstcouzzyqovuch
871,6,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/s4vTuMhTIo,httpstcosvtumhtio
872,0,@RailMinIndia No proper water supply in wash basin. Also the area is unclean PNR 84 03 995416 kindly assist.,no proper water supply wash basin also area unclean pnr kindly assist
873,1,@RailMinIndia forgot my laptop bag in S1 seat no 14 train no. 12939 (pune to jaipur) at jaipur stn with 3 cards n laptop and some cash (1/2),forgot laptop bag s seat train pune jaipur jaipur stn card n laptop cash
874,3,RT @NDJonesAuthor: Never has love tasted so salty-sweet. Never has fate burned so hot. https://t.co/hVNE5S1jkm Pick up your .99 copy oâ¦ ,rt never love tasted saltysweet never fate burned hot httpstcohvnesjkm pick copy oâ
875,5,"@RailMinIndia PNR 2114959413. 2A seats 3,4,5,6 .ticket printed as 2 LB 2 UB on tickets but in 2AC 5 and 6 are side seats. Is that possible?",pnr a seat ticket printed lb ub ticket ac side seat is possible
876,0,torn seat pnr 4512791357 filthy environment need some action to be taken ,torn seat pnr filthy environment need action taken
877,3,@RailMinIndia purushottam express pantry is not serving food rather they serving some comesum food.  Plz clarify sir,purushottam express pantry serving food rather serving comesum food plz clarify sir
878,5,"@RailMinIndia Sir plz help to confirm my 1st ac ticket of pnr-2119063322.sir,its imp anyhow.plz help.if poss any lower ac seat.plz confirm.",sir plz help confirm st ac ticket pnrsirits imp anyhowplz helpif poss lower ac seatplz confirm
879,4,"@RailwayNorthern @GM_NRly plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coachesâ¦ https://t.co/8gEkuJJOxz",plz favour jaunpur jn jnu one foot bridge covered coachesâ httpstcogekujjoxz
880,1,@DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia @DRM_Agra  kindly look into this,kindly look
881,6,@ViveckTewari Why dont you tag the concerned guy ! Like mr @RailMinIndia,why dont tag concerned guy like mr
882,6,@RailMinIndia @sureshpprabhu ALD Jn never looked so clean https://t.co/DN0mJikCy8,ald jn never looked clean httpstcodnmjikcy
883,5,@RailMinIndia User id: macrohit Date of booking : 28-11-17,user id macrohit date booking
884,0,@RailMinIndia Night Lamps not working 12603 S6 Poor Maintenance,night lamps working s poor maintenance
885,0,"@RailMinIndia - Train no 12423 Rajdhani Express for sure need drastic improvement.Pathetic Food,Dirty Coach,Foul Smell Washrooms.",train rajdhani express sure need drastic improvementpathetic fooddirty coachfoul smell washrooms
886,1,@sureshpprabhu @RailMinIndia this is our security train no 64231 today@malhore gaurd sleeping during train is runing https://t.co/dqkqyNg8fC,security train today gaurd sleeping train runing httpstcodqkqyngfc
887,3,@RailMinIndia @GM_ECRly @DrmDnr pltfrm 4 PNBE SELS EVRY SFTDRNK &amp; EVN RAILNEER AT MRP+5 @NitishKumar @sureshpprabhu https://t.co/WVVwix1R5X,pltfrm pnbe sels evry sftdrnk amp evn railneer at mrp httpstcowvvwixrx
888,0,@RailMinIndia @drmmalda the condition inside 13072's general bogey is worst than animals.People are forced to sleep at doors. Please do smth,condition inside general bogey worst animalspeople forced sleep door please smth
889,0,@RailMinIndia sir i am travel bza to nzm pnr no. is 4840443558 fan not working please help.,sir travel bza nzm pnr fan working please help
890,4,"@RailMinIndia @sureshpprabhu Travelling by Train 22308,My PNR-2418119569. Seems more like a general Coach instead of a reserved one. 1/2",travelling train my pnr seems like general coach instead reserved one
891,0,"@RailMinIndia pnr 8247593110, 11041, fan&amp;lights not working when train is in halt. Its very hot and stuffy. Please help.",pnr fanamplights working train halt its hot stuffy please help
892,0,@RailMinIndia AC is not working properly in A3 coach in train no 12295 currently it is near jabalpur,ac working properly a coach train currently near jabalpur
893,0,"@RailMinIndia @sureshpprabhu pnr:8347596623 sir,the ac is not working in my coach and the TTE is not ready to make a refund receipt",pnr sirthe ac working coach tte ready make refund receipt
894,7,@kiran_k28 @RailMinIndia matter forwarded to concerned @mechbpl,matter forwarded concerned
895,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc What a attitude of railway,what attitude railway
896,7,@DRMJaipur Banasthali Niwai @rpfnwrjp @RpfNwr @RailMinIndia @SrdenCoJaipur BNLW,banasthali niwai bnlw
897,6,"@sureshpprabhu  in ongoing days all the facilities will be available in ,we proud of  rail.@RailMinIndia great start to provide baby food ,",ongoing day facility available proud rail great start provide baby food
898,0,@sureshpprabhu ;@RailMinIndia ;@drmdelhi AC is not working in B5 malwa super now delhi no 12920 need engineerPnr 2644456080mob 8725029661,ac working b malwa super delhi need engineerpnr mob
899,5,@RailMinIndia After several mail and complain i didnt get refund for the cancelled ticker with PNR 6752845500 and 6653074754 after 3 week.,after several mail complain didnt get refund cancelled ticker pnr week
900,3,@RailMinIndia sir tea shop at platform no.2 sa caterers in gadarwara station selling 5 rs tea for 10 rs,sir tea shop platform sa caterer gadarwara station selling r tea r
901,3,@RailMinIndia  rules of British India still exist in railway.Lost Section Engineer job and Junior Engineer job bcz of medical standards.,rule british india still exist railwaylost section engineer job junior engineer job bcz medical standard
902,0,"@RailMinIndia @drmadiwr @drmrjt @DRM_BVP pl note 2nd AC (A1) coach of Sabarmati (19168), AC not working passengers getting sick of heat",pl note nd ac a coach sabarmati ac working passenger getting sick heat
