Item ID,Sentiment,SentimentText,SentimentText_Copy
617,5,@RailMinIndia @sureshprabhu:this ticket counter @ kalyanidoesn't open if it does seldom thoug it helps numerous.uhh https://t.co/FSyQuolr2L,this ticket counter  kalyanidoesnt open if it does seldom thoug it helps numerousuhh httpstcofsyquolrl
618,2,"@RailMinIndia IRCTC #7367669 emergency,@RailMinIndia Plz. Help",irctc  emergency plz help
619,3,@RailMinIndia @sureshpprabhu why Pantry Car services are not provided in any of the Mumbai to Varanasi trains?,why pantry car services are not provided  any of the mumbai to varanasi trains
620,0,@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem,we are  s coach was not cleanlot of incect are disturbing all pasengerskindly clean the coach  salem
621,4,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late",ppls r  queue for tickets without any time limit because your trains getting late and late
622,7,@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr,matter notified to the concerned officials
623,7,@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly prâ¦ https://t.co/dN8IuA9Shf,comp no  matter forwarded to  look into this matter amp  kindly pr httpstcodniuashf
624,5,@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY,why i still see service charge while booking the tickets online    httpstcozlshgsicty
625,3,"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn",pnr nijamabad stn platform  selling water bottles for rs  httpstcofvilrwngnn
626,4,@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.,mumbai central locals r late everyday at peak hours and its not even raining yet
627,4,@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.,not expectedmy parents missed the trainno help from youdisappointed
628,0,"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc",such lousy food  rajdhani to dbrt toilets are hell cant even step  httpstcobvsdaygrc
629,0,@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something,sir no water  b n coach  also not clean at train  its really difficult to travel  with kids pl do something
630,7,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot,your mail  forwarded to  as mentioned  the screenshot
631,6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,please select  medical passed candidates  rrc allahabad employment noyice no  group d  vacant vacancy
632,1,@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint,need some help  teain no  as our bag was stolen and no police  available to file a complaint
633,5,"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket",need helppnrtrndtfrm nzm to aprclsslprcshaving back pain req for confirm ticket
634,3,@RailMinIndia  @sureshprabhubjp @IRCATERINGHave ben sending msgs the lst night to 58888.Recvd no reply.Am i wrong to ask fr ny refund..?,ben sending msgs the lst night to recvd no replyam i wrong to ask fr ny refund
635,5,@sureshpprabhu @RailMinIndia want to buy tickets of saraighat exp for 12/10 frm hwh.but for last few days within 30sec all ac tickets r sold,want to buy tickets of saraighat exp for  frm hwhbut for last few days within sec all ac tickets r sold
636,1,@RailMinIndia a women gave birth to baby.Plzzz send police also as some feud is happening over babay,a women gave birth to babyplzzz send police also as some feud  happening over babay
637,0,"@RailMinIndia  @sureshpprabhu  @sureshprabhubjp train no:12423,B:11=14&amp;16Disgstin behavior by da atender.Poor toilet condtns.",train nobampdisgstin behavior by da atenderpoor toilet condtns
638,6,@railminindia thanks sir light has came,thanks sir light has came
639,3,@sureshpprabhu @RailMinIndia when are you planning to make catering charges in Shatabdi optional?,when are you planning to make catering charges  shatabdi optional
640,0,"@RailMinIndia travelling in 09456 frm gandhidham to surat.  There is no water in B1, paying more thn normal fare. how it is special train??",travelling   frm gandhidham to surat    no water  b paying more thn normal fare how it  special train
641,2,@irctceastzone @RailMinIndia Nothing happened yet I didn't receive any call and I am about to reach my destinationâ¦ https://t.co/YYwYp6v1cm,nothing happened yet i didnt receive any call and i am about to reach my destination httpstcoyywypvcm
642,2,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr 4512791357",finger brokenof my frnd by falling from upper berth cannot find any medical assistance pnr
643,7,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint.",sorry  the tweet received from  doesnt contain your complaint
644,3,pantry officials billing us double than printed . All complaints in vain pnr 4512791357,pantry officials billing us double than printed  all complaints  vain pnr
645,5,@RailMinIndia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti Ty rly ministry,rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti ty rly ministry
646,6,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.câ¦",rt  atm  contract signing for construction of pnr clark phase  tutubanmalolos project bet dotr nstren consortium httpstc
647,4,@RailMinIndia @sureshpprabhu will never travel in 12189 n 12190. Two hours already late. Dinner may not be available at gwalior now,will never travel   n  two hours already late dinner may not be available at gwalior now
648,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyal if my ticket remains RAC even after chart is prepared, then isn't logically wâ¦ https://t.co/k2pui7f6wl",if my ticket remains rac even after chart  prepared then isnt logically w httpstcokpuifwl
649,0,@RailMinIndia Train No. 22462. B7 is very poorly maintained yesterday toilets were dirty. today no water in toilets. @sureshpprabhu,train no  b  very poorly maintained yesterday toilets were dirty today no water  toilets
650,0,@RailMinIndia Unreserved people sitting near toilets female passengers finding difficult to use washroom pnr 8647770808 coach s12,unreserved people sitting near toilets female passengers finding difficult to use washroom pnr  coach s
651,5,"@sureshpprabhu @RailMinIndia @IRCTC_Ltd refunds for PNR's 4631100452, 4738172060, 4116851372, 4836735071 pending since 30th may 2016. pl hlp",refunds for pnrs     pending since th may  pl hlp
652,5,@sureshpprabhu @IRCTC_Ltd @RailMinIndia payment done. Ticket not issued. And cant book again as 2 tickets (1/2) https://t.co/i8ak6SsWp9,payment done ticket not issued and cant book again as  tickets  httpstcoiaksswp
653,2,pnr no 4512791357 need mdical 1.having blood vomits ,pnr no  need mdical having blood vomits
654,6,"@RailMinIndia @santosh4soni Sir, thanks for your appreciation.",sir thanks for your appreciation
655,3,@RailMinIndia We r travelling in train no. 22634 from delhi to UDUPi.....There is no water shop available in the train...In ha 1 coach....,we r travelling  train no  from delhi to udupithere  no water shop available  the trainin ha  coach
656,5,"@sureshpprabhu @RailMinIndia Sir no response from anywhere neither @GMNWRailway @IRCTC_Ltd nor @RailMinIndia TDR Rejected, PNR 2763153576",sir no response from anywhere neither   nor  tdr rejected pnr
657,5,"@RailMinIndia my 2AC ticket status changed from rac-12 to w/l 2, whats happening in Indian railway JAI HO CORRUPTION https://t.co/KpYzDhmf4E",my ac ticket status changed from rac to wl  whats happening  indian railway jai ho corruption httpstcokpyzdhmfe
658,1,"@RailMinIndia @aashishkota Sir, FIR lodged by GRP/Kota vide Cr.No.158/16 U/S 380 IPC dt.04.06.16",sir fir lodged by grpkota vide crno us  ipc dt
659,4,"@RailMinIndia @drmdelhi dear sir Kisan express 14519 regularly late arrived at Hisar, complaint  or tweeted so manyâ¦ https://t.co/DDcrzPRWq8",dear sir kisan express  regularly late arrived at hisar complaint  or tweeted so many httpstcoddcrzprwq
660,4,"@RailMinIndia Dadar-Bikaner Express(12490) running 1:30hours late,worst travel experience in life.and we r dreaming about Fast bullet train",dadarbikaner express running hours lateworst travel experience  lifeand we r dreaming about fast bullet train
661,6,HEREISTITLE https://t.co/840D5D8WJS,hereistitle httpstcoddwjs
662,6," PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen",pnr trn dt frm mgs to ctc clsa pb sir i lost my shoesmay be some one stolen
663,0,@RailMinIndia there is leakage of roof of train no. 16346 coach no B4 at toilet and near toilet area. Repair it. https://t.co/rcDA52wbZw,leakage of roof of train no  coach no b at toilet and near toilet area repair it httpstcorcdawbzw
664,4,@RailMinIndia Sir we waiting 4 train 12584.It time is 2PM but it is 1 hour late n still no delay on enquiry .Kindly look into it,sir we waiting  train it time  pm  it   hour late n still no delay on enquiry kindly look into it
665,6,@drmncrald @GMNCR1 @rudrakumathakur @RailSamachar @RailMinIndia @PMOIndia @narendramodi @PMOffice_Indiaâ¦ https://t.co/Z8FOLm3QmX,httpstcozfolmqmx
666,5,@RailMinIndia one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter.,one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter
667,4,RT @KARailway: Provide 1min stoppage for Karnataka Sampark Kranthi at #Haveri @DrmMys @GMSWR @RailMinIndia @PiyushGoyalOffcâ¦,rt  provide min stoppage for karnataka sampark kranthi at haveri
668,5,@RailMinIndia PNR no 2816590786 &amp; 2815712288  one  S5 35 allotted  for two persons  kindly help,pnr no  amp   one  s  allotted  for two persons  kindly help
669,0,@sureshpprabhu @RailMinIndia This is Boisar station when I was there last week. Clean platform and tracks. https://t.co/rI8cYCcFqA,this  boisar station when i was  last week clean platform and tracks httpstcoricyccfqa
670,0,@sureshpprabhu @RailMinIndia Coach-G16 12878 the condition of bathroom and coach is disappointing.. No water in bathroom.. Pnr - 276-1985743,coachg  the condition of bathroom and coach  disappointing no water  bathroom pnr
671,3,@RailMinIndia what is the price of water bottle in train?,what  the price of water bottle  train
672,5,@RailMinIndia @sureshpprabhu sir today I tried tatkal booking @ 10:58 the server not allowing me to login horrible exp hope u do d needful,sir today i tried tatkal booking   the server not allowing me to login horrible exp hope u do d needful
673,0,"@sureshpprabhu @RailMinIndia @drmjabalpur Sir, there is no water in coaches S-2,S-3 of train no. 12167.Train at Jabalpur.Kindly refill water",sir   no water  coaches ss of train no train at jabalpurkindly refill water
674,4,@RailMinIndia train no 12554 is also 2 hours late but on gonda station my train hold &amp; wait for 12554 after coming &amp; pass this train.,train no   also  hours late  on gonda station my train hold amp wait for  after coming amp pass this train
675,1,@RailMinIndia sir I have lodged complaint no W/NR/LKO/000131407 DT 06/06/2016None has replied..... Kindly intervene,sir i have lodged complaint no wnrlko dt none has replied kindly intervene
676,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦ ",rt  all commodities have registered robust growth with steel at  cement  containers  iron ore  and coal
677,5,@RailMinIndia tatkal agents @nagpurrailwaystation https://t.co/qXwmxHRYhg,tatkal agents  httpstcoqxwmxhryhg
678,0,"@RailMinIndia  PNR 2219054565 coach is so dirty , no cleaning facility Evn dustbin is  full .  inconvenience caused.",pnr  coach  so dirty  no cleaning facility evn dustbin   full   inconvenience caused
679,5,"@RailMinIndia Seeking clarification. If I book tickt frm statn A to B with boarding statn as X, TT will not cancel my ticket till station X?",seeking clarification if i book tickt frm statn a to b with boarding statn as x tt will not cancel my ticket till station x
680,0,"@sureshpprabhu @RailMinIndia @PMOIndia  no one can sit anywhere, as there is water from every where inside compartment.",no one can sit anywhere as   water from every where inside compartment
681,6,@manojsinhabjp https://t.co/7qbVSFwgdF,httpstcoqbvsfwgdf
682,5,@RailMinIndia Sir this one is the detail...... https://t.co/AQJ6C3qg9g,sir this one  the detail httpstcoaqjcqgg
683,5,@RailMinIndia Now Iam forced to travel to BZA to track the same as NDLS refused for any help. This is a horrible situation.,now iam forced to travel to bza to track the same as ndls refused for any help this  a horrible situation
684,0,"@RailMinIndia PNR:2647285212,TRAIN:22471Railway says that they provide free wifi in this train.  But wifi is not working in my coach.",pnrtrainrailway says that they provide free wifi  this train   wifi  not working  my coach
685,6,@sureshpprabhu @RailMinIndia what's the point of paying dynamic prices when u can't run a train on time #SuvidhaExp,whats the point of paying dynamic prices when u cant run a train on time suvidhaexp
686,3,@sureshpprabhu @RailMinIndia catering team is even not selling railway water...selling water of different cmpny without sealed pack...,catering team  even not selling railway waterselling water of different cmpny without sealed pack
687,3,"@sureshpprabhu @RailMinIndia delhi amritsar shatabdi 12031 horrable food ,attendent has not been even bring the complain book to raise issue",delhi amritsar shatabdi  horrable food attendent has not been even bring the complain book to raise issue
688,5,@sureshpprabhu @RailMinIndia will also help in detecting frauds and black marketing of all sorts of tickets hope you would like the idea,will also help  detecting frauds and black marketing of all sorts of tickets hope you would like the idea
689,7,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203,kindly send anyone railway staff to attend
690,5,@sureshpprabhu @Central_Railway @RailMinIndia  I have been following up for refund for 3 weeks but no response.PNR number 4737606454.,i have been following up for refund for  weeks  no responsepnr number
691,1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this,send some police officer for this any immediate take action on this
692,5,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia",please take up my case too i just cant keep calling on the irctc number that doesnt get connected
693,0,@sureshpprabhu  Sorry to say bitter true that there is no ?????? ???? ?????? at Patna Jn. Still dirty platform n rail tracks. @RailMinIndia,sorry to say bitter true that   no    at patna jn still dirty platform n rail tracks
694,7,"@Uttambanerjee10  Kindly share PNR number, issue forwarded to concerned officials @ed_eeg @Drmnfr_lmg @Drmvijayawada",kindly share pnr number issue forwarded to concerned officials
695,3,@sureshpprabhu  @RailMinIndia Namaste sirWhy you not make accountable caterers for proper stacking of food plate https://t.co/wHMrLEhrjs,namaste sirwhy you not make accountable caterers for proper stacking of food plate httpstcowhmrlehrjs
696,1,"@RailMinIndia @alfapebltd Sir, u r brother could not be traced despite best efforts. Pl. lodge missing report with GRP/Varansi.",sir u r brother could not be traced despite best efforts pl lodge missing report with grpvaransi
697,5,@sureshpprabhu @RailMinIndia railway is going fast but still the tatkal ticket booking at irctc site is like running at tortoise speed,railway  going fast  still the tatkal ticket booking at irctc site  like running at tortoise speed
698,0,"@RailMinIndia only one charging point among six passengers in AC2nd Train No 12321, PNR 6655497313",only one charging point among six passengers  acnd train no  pnr
699,0,"@RailMinIndia travelled by train 16649,the c2 coach was infested with cockroaches.informed drm tvm but no response",travelled by train the c coach was infested with cockroachesinformed drm tvm  no response
700,4,@RailMinIndia @akc4karnal @sureshpprabhu @narendramodi Auto Signalling should be done over DLI-UMB route asap. Trains running late.,auto signalling should be done over dliumb route asap trains running late
701,6,@RailMinIndia Now railway is performing  best,now railway  performing  best
702,3,@RailMinIndia @sureshpprabhu Pantry is charging Rs 5 extra over the MRP as cooling charges colddrink..train 12802 -PNR 2219094093 S2-48,pantry  charging rs  extra over the mrp as cooling charges colddrinktrain  pnr  s
703,4,@RailMinIndia I am unable to contact the person can u plz call d given no...! Sry for late rply,i am unable to contact the person can u plz call d given no sry for late rply
704,5,@RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets. Weird and pathetic.,irctc looting customers for non confirmed tickets by deducting  any even for non confirmed wl tickets weird and pathetic
705,0,@RailMinIndia Train No 09810 Coach B1. AC not working and passengers are suffering a lot,train no  coach b ac not working and passengers are suffering a lot
706,3,@RailMinIndia @drmsdah ..plz let me know the fine charges for onboarding in vendor comp. of LADIES SPL. trn in sdh div,plz let me know the fine charges for onboarding  vendor comp of ladies spl trn  sdh div
707,5,@RailMinIndia @sureshpprabhu : Mobile charging sockets not working at our seats. Ticket PNR- 4631896219. Need appropriate action.,mobile charging sockets not working at our seats ticket pnr  need appropriate action
708,5,"@RailMinIndia I need to book full coach, so i need help, where can i book coach and my all tickets will transfer? please help me.",i need to book full coach so i need help where can i book coach and my all tickets will transfer please help me
709,6,"@RailMinIndia @SRailwayIndiaJanani Sewa launched-Infant food now available at NVRR Platform-2,Palakkad Jn.",sewa launchedinfant food now available at nvrr platformpalakkad jn
710,5,@RailMinIndia @sureshpprabhu sir Paid 500 by staff for no platform ticket  when asked reciept and name he was threatened to pay 1000,sir paid  by staff for no platform ticket  when asked reciept and name he was threatened to pay
711,0,@RailMinIndia PNR 6253134881 train no 22940. Dirty toilets and bedroll. Pathetic. Please help.,pnr  train no  dirty toilets and bedroll pathetic please help
712,6,@RailMinIndia @CoalIndiaHQ #StopStaggeredRestCil,stopstaggeredrestcil
713,4,@RailMinIndia @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs ,the train  has stopped due to engine breakdown since last hrs creating long ag httpstcookndogs
714,6,"found a fun, we passengers couldnât differentiate b/w a real and a toy pnr 4512791357",found a fun we passengers couldnt differentiate bw a real and a toy pnr
715,5,@RailMinIndia 4din Se Delhi pe he Bhubaneswar kelie tickets nehin milraha train me Me n mera dost Interview kelie aaye the Plzz helpus plz,din se delhi pe he bhubaneswar kelie tickets nehin milraha train me me n mera dost interview kelie aaye the plzz helpus plz
716,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master... https://t.co/QkIGDmnNS6,water being wasted at lttmumbai no action taken by the station master httpstcoqkigdmnns
717,0,"@RailMinIndia Water pipe broken in Platform 7, SBC,  Bengaluru,  Majestic.  Kindly fix.",water pipe broken  platform  sbc  bengaluru  majestic  kindly fix
718,3,"@sureshpprabhu  @RailMinIndia  Sad reality of ur railwy Sir, we can afford water n live wtht wifi pls sir fix basics https://t.co/zTxDa1vxau",sad reality of ur railwy sir we can afford water n live wtht wifi pls sir fix basics httpstcoztxdavxau
719,6,#amreading #urbanfantasy #uf #ufart #urbanfantasyart #magic #booksaremagic #amreading #pnr #paranormalromanceâ¦ https://t.co/0PLQ8FCV7a,amreading urbanfantasy uf ufart urbanfantasyart magic booksaremagic amreading pnr paranormalromance httpstcoplqfcva
720,7,RT @BPShourya: It's true and strict action should be taken against ppl doing so. Few months back @RailMinIndia had issued rate lisâ¦ ,rt  its true and strict action should be taken against ppl doing so few months back  had issued rate lis
721,5,"@RailMinIndia tried to book tatkal tkt. made d payment 10.02 am both days, but failed get a tkt. agent manage 2 get tkt. how ? smell a rat",tried to book tatkal tkt made d payment  am both days  failed get a tkt agent manage  get tkt how  smell a rat
722,4, @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs,the train  has stopped due to engine breakdown since last hrs creating long ag httpstcookndogs
723,5,@RailMinIndia Want to book ticket from ndls-NJP 12june Rajdh.Ex. but almost ticket has already been booked in Tatkal https://t.co/bzR1cjt3dE,want to book ticket from ndlsnjp june rajdhex  almost ticket has already been booked  tatkal httpstcobzrcjtde
724,3,@RailMinIndia Train 04972 G11 catering staff only offering 1 fix meal thali for Rs.120. Had to take as no other option available. Jat-Jai,train  g catering staff only offering  fix meal thali for rs had to take as no other option available jatjai
725,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master. https://t.co/BekJPgKfjt,water being wasted at lttmumbai no action taken by the station master httpstcobekjpgkfjt
726,5,@RailMinIndia may take cue from global companies to train Travelling Ticket Examiner. https://t.co/0GDt3Yofsh,may take cue from global companies to train travelling ticket examiner httpstcogdtyofsh
727,5,@RailMinIndia bcoz of agents we r nt able 2 book Tatkal Tkt from RANCHI HEAD POST OFFICE Look into this. They r doing black marketing of tkt,bcoz of agents we r nt able  book tatkal tkt from ranchi head post office look into this they r doing black marketing of tkt
728,5,@RailMinIndiaDear sirPls make the online facility for general tickets throuch irctc like portals,sirpls make the online facility for general tickets throuch irctc like portals
729,6,@KaliaAjit @prayag @RailMinIndia @PiyushGoyalOffc They do not have performance appraisal and variable pay. So obvioâ¦ https://t.co/p1S66EYupu,they do not have performance appraisal and variable pay so obvio httpstcopseyupu
730,0,@RailMinIndia pnr no. 8147850160 train. 59014 S S2 coach suspension is not working getting heavy bumps on head please repair it..now..,pnr no  train  s s coach suspension  not working getting heavy bumps on head please repair itnow
731,6,@RailMinIndia catching agents will not solve problem like this instead increase the time for booking of counter tickets like irctc 35secs,catching agents will not solve problem like this instead increase the time for booking of counter tickets like irctc secs
732,5,@RailMinIndia i have booked my ticket online but didn't get any sms or mail confirmation about reservation. https://t.co/c4IC1jEHUF,i have booked my ticket online  didnt get any sms or mail confirmation about reservation httpstcocicjehuf
733,5,@sureshpprabhu @RailMinIndia trying to book tatkal ticket from MFP to NDLS for last 1 week and have failed due to your poor website performa,trying to book tatkal ticket from mfp to ndls for last  week and have failed due to your poor website performa
734,5,@RailMinIndia n ticket collecter full support but railway employs groupD is not allowed any coach in train n ticket collecter use some,n ticket collecter full support  railway employs groupd  not allowed any coach  train n ticket collecter use some
735,0,@RailMinIndia @sureshpprabhu my PNR is 8347300928 and mobile no is 7055129100. Coach and toilet are very dirty.No one is here for customer.,my pnr   and mobile no   coach and toilet are very dirtyno one  here for customer
736,3,@RailMinIndia @GM_ECRly @DrmDnr pltfrm 4 PNBE ..sells softdrinks@MRP+5 &amp; RAILNEER@15 even thgh clearly written@15 https://t.co/3mXmmpSrjq,pltfrm  pnbe sells softdrinks amp railneer even thgh clearly written httpstcomxmmpsrjq
737,0,@RailMinIndia - extremely dirty bathrooms in ac 2 tier coaches of 12552. The overall maintenance and cleanliness seems below par,extremely dirty bathrooms  ac  tier coaches of  the overall maintenance and cleanliness seems below par
738,4,@RailMinIndia want to inform u that train no12562 run late on regular basis please intervene to correct it's timing.why always run late,want to inform u that train no run late on regular basis please intervene to correct its timingwhy always run late
739,5,"@RailMinIndia having very bad experience by railway TTE in G3 OF 12984 SEAT 10 , TTE NOT EVEN RPLYD PRPRLY WEN ASKED ABT SEAT 4 LADIES",having very bad experience by railway tte  g of  seat   tte not even rplyd prprly wen asked abt seat  ladies
740,6,RT @TheRealDharmu: @razzaqlucky @MDARIFAZIZ1 @rafeliberty @PiyushGoyal @SCRailwayIndia @drmned @RailMinIndia Is any action taken or juâ¦ ,rt          any action taken or ju
741,4,@RailMinIndia  no coach location sign boards on Ludhiana JN . IT IS VERY HARD TO RUN FOR it when not aware. LDH JN is a busy station.,no coach location sign boards on ludhiana jn  it  very hard to run for it when not aware ldh jn  a busy station
742,1,"@RailMinIndia @mukeshsoni777 Sir, FIR has been lodged by GRP/Raipur vide Cr.No. 94/16 U/S 379 IPC.",sir fir has been lodged by grpraipur vide crno  us  ipc
743,3,Pantry manager has promised to look into the matter. Hope this never continues. Thanks for the help. https://t.co/juH2XstguW,pantry manager has promised to look into the matter hope this never continues thanks for the help httpstcojuhxstguw
744,5,@sureshpprabhu @RailMinIndia There is huge rush for tatkal tickets and BEM stn ticket window asks for extra rupees for ticket. Pls intervene,huge rush for tatkal tickets and bem stn ticket window asks for extra rupees for ticket pls intervene
745,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ ,rt   hours journey completed   hrs excluding waiting time hrsu should take responsibility mostly trains late t
746,5,@sureshpprabhu @RailMinIndia @drmdelhi Mission 5 min fail at DEC.PASSANGER not getting tickets in 5 min https://t.co/0GC9NW3uxB,mission  min fail at decpassanger not getting tickets   min httpstcogcnwuxb
747,4,@sureshpprabhu @RailMinIndia Train no-12488(semanchal)From -Anvt to PatnaRunning very late(4 to 9 hrs) on daily basis.plz do the needful.,train nosemanchalfrom anvt to patnarunning very late to  hrs on daily basisplz do the needful
748,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only .,veg thali you paid rs only
749,4,@RailMinIndia again train late by an hour https://t.co/W1YPmaCj4N,again train late by an hour httpstcowypmacjn
750,6,"RT @RailMinIndia: Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of traâ¦ ",rt  sh vishvesh chaubegm nr undertook surprise inspection of new delhi stn amp took stock of passenger amenities of tra
751,4,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦,rt  ntes national train enquiry system  not updating mumbai localtrain running info properly
752,5,"@sureshpprabhu @RailMinIndia Bought 1st class ticket of western rly local train, board oldest train running on d li https://t.co/zAqO9Zm1KR",bought st class ticket of western rly local train board oldest train running on d li httpstcozaqozmkr
753,0,@RailMinIndia @SRailwayIndia on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows,on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows
754,0,@RailMinIndia VERY VERY dirty toilets. 12423 DBRT Rajdhani Express. Coach B4.Never expected this in Rajdhani train@sureshpprabhu,very very dirty toilets  dbrt rajdhani express coach bnever expected this  rajdhani train
755,0,@RailMinIndia...toilet very dirty in s4 coach of saraighat express 12345...contents of toilet are over flowing....,toilet very dirty  s coach of saraighat express contents of toilet are over flowing
756,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.. https://t.co/cdfsa43XyZ,water being wasted at lttmumbai no action taken by the station master httpstcocdfsaxyz
757,6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Rupv5ynCuH,httpstcorupvyncuh
758,4,@RailMinIndia very dirty kamakhaya plateform no 4 see d mentally retaired people n bagger at plateform no cleaning https://t.co/0YmVAkeUul,very dirty kamakhaya plateform no  see d mentally retaired people n bagger at plateform no cleaning httpstcoymvakeuul
759,4,@RailMinIndia I'm on train 02366 ANVT Patna Suvidha with dynamic fare. Paid Rs 1800/- for SL with no pantry &amp; this train is late!,im on train  anvt patna suvidha with dynamic fare paid rs  for sl with no pantry amp this train  late
760,4,@RailMinIndia @GM_CRly @drmmumbaicr Tweet No 1. Suburban Central Trains late again by 20-25 mins during peak hour. Jam Packed. Made in India,tweet no  suburban central trains late again by  mins during peak hour jam packed made  india
761,4,"@sureshpprabhu @RailMinIndia I am travelling by 14512 Nauchandi Express, the train is already late by 3 hours causing great inconvinience.",i am travelling by  nauchandi express the train  already late by  hours causing great inconvinience
762,3,@sureshpprabhu @indiaraillnews @IRCTC_Ltd @RailMinIndia @Indianrlyinfo @PMOIndia charging 5 rs etc per water bottle and behaving badly..,charging  rs etc per water bottle and behaving badly
763,4,@RailMinIndia why there is no announcement for 12431 which was schedule to reach at Panvel at 18:05 PM on 2/12/17. Please respond,why   no announcement for  which was schedule to reach at panvel at  pm on  please respond
764,2,@RailMinIndia immediate medical assistance needed at Kanpur rly st in Brahmaputra mail gen coach near engine,immediate medical assistance needed at kanpur rly st  brahmaputra mail gen coach near engine
765,6,@RailMinIndia Cant justify This Station Approval? The distance is only 2 kms! this place is reserved 4 MentalHospitâ¦ https://t.co/XNELV33iNo,cant justify this station approval the distance  only  kms this place  reserved  mentalhospit httpstcoxnelvino
766,5,@RailMinIndia complaint for non allocation of lower birth to senior citizens not responded. Mail sent on 22 May 2016 https://t.co/BbeuuElEGX,complaint for non allocation of lower birth to senior citizens not responded mail sent on  may  httpstcobbeuuelegx
767,5,"@RailMinIndia Sir, I have examination in Kolkata on 12/06/16 conducted by WBPSC. My Ticket not confirmed PNR no- 2647308179. Pls help me.",sir i have examination  kolkata on  conducted by wbpsc my ticket not confirmed pnr no  pls help me
768,3,RT @NDJonesAuthor: Never has love tasted so salty-sweet. Never has fate burned so hot. https://t.co/hVNE5S1jkm Pick up your .99 copy oâ¦,rt  never has love tasted so saltysweet never has fate burned so hot httpstcohvnesjkm pick up your  copy o
