Sentiment,SentimentText,Clean_text,predicted_sentiment,predicted_sentiment_score
0,@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem,coach cleanlot incect disturbing pasengerskindly clean coach salem,NEGATIVE,0.9981756210327148
4,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late",ppls r queue ticket without time limit train getting late late,NEGATIVE,0.9945870637893677
7,@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr,matter notified concerned official,NEGATIVE,0.9925422668457031
7,@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly prâ¦ https://t.co/dN8IuA9Shf,comp no matter forwarded look matter amp kindly prâ httpstcodniuashf,NEGATIVE,0.9912340044975281
5,@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY,i still see service charge booking ticket online httpstcozlshgsicty,NEGATIVE,0.9968308806419373
3,"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn",pnr nijamabad stn platform selling water bottle rs httpstcofvilrwngnn,NEGATIVE,0.9908590912818909
4,@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.,mumbai central local r late everyday peak hour and even raining yet,NEGATIVE,0.6384925842285156
4,@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.,expectedmy parent missed trainno help youdisappointed,NEGATIVE,0.9993582367897034
0,"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc",lousy food rajdhani dbrt toilets hell cant even step httpstcobvsdaygrc,NEGATIVE,0.999279797077179
0,@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something,sir water b n coach also clean train its really difficult travel kid pl something,NEGATIVE,0.9996960163116455
7,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot,your mail forwarded mentioned screenshot,NEGATIVE,0.9945008754730225
6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,please select medical passed candidate rrc allahabad employment noyice no group d vacant vacancy,NEGATIVE,0.9850327968597412
1,@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint,need help teain bag stolen police available file complaint,NEGATIVE,0.9989398121833801
5,"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket",need helppnrtrndtfrm nzm aprclsslprcshaving back pain req confirm ticket,NEGATIVE,0.9905815124511719
3,@RailMinIndia  @sureshprabhubjp @IRCATERINGHave ben sending msgs the lst night to 58888.Recvd no reply.Am i wrong to ask fr ny refund..?,ben sending msg lst night recvd replyam wrong ask fr ny refund,NEGATIVE,0.9988855719566345
5,@sureshpprabhu @RailMinIndia want to buy tickets of saraighat exp for 12/10 frm hwh.but for last few days within 30sec all ac tickets r sold,want buy ticket saraighat exp frm hwhbut last day within sec ac ticket r sold,NEGATIVE,0.9785714745521545
1,@RailMinIndia a women gave birth to baby.Plzzz send police also as some feud is happening over babay,woman gave birth babyplzzz send police also feud happening babay,NEGATIVE,0.9830710291862488
0,"@RailMinIndia  @sureshpprabhu  @sureshprabhubjp train no:12423,B:11=14&amp;16Disgstin behavior by da atender.Poor toilet condtns.",train nobampdisgstin behavior da atenderpoor toilet condtns,NEGATIVE,0.9994378685951233
6,@railminindia thanks sir light has came,thanks sir light came,POSITIVE,0.9971931576728821
3,@sureshpprabhu @RailMinIndia when are you planning to make catering charges in Shatabdi optional?,planning make catering charge shatabdi optional,NEGATIVE,0.9955998659133911
0,"@RailMinIndia travelling in 09456 frm gandhidham to surat.  There is no water in B1, paying more thn normal fare. how it is special train??",travelling frm gandhidham surat there water b paying thn normal fare special train,NEGATIVE,0.9975922703742981
2,@irctceastzone @RailMinIndia Nothing happened yet I didn't receive any call and I am about to reach my destinationâ¦ https://t.co/YYwYp6v1cm,nothing happened yet i didnt receive call i reach destinationâ httpstcoyywypvcm,NEGATIVE,0.9965052604675293
2,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr 4512791357",finger brokenof frnd falling upper berth find medical assistance pnr,NEGATIVE,0.9989939332008362
7,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint.",sorry tweet received doesnt contain complaint,NEGATIVE,0.9995242357254028
3,pantry officials billing us double than printed . All complaints in vain pnr 4512791357,pantry official billing u double printed all complaint vain pnr,NEGATIVE,0.9985878467559814
5,@RailMinIndia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti Ty rly ministry,rough language n sir small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti ty rly ministry,NEGATIVE,0.9971904158592224
6,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.câ¦",rt atm contract signing construction pnr clark phase tutubanmalolos project bet dotr nstren consortium httpstcâ,NEGATIVE,0.9950273633003235
4,@RailMinIndia @sureshpprabhu will never travel in 12189 n 12190. Two hours already late. Dinner may not be available at gwalior now,never travel n two hour already late dinner may available gwalior,NEGATIVE,0.9974944591522217
5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyal if my ticket remains RAC even after chart is prepared, then isn't logically wâ¦ https://t.co/k2pui7f6wl",ticket remains rac even chart prepared isnt logically wâ httpstcokpuifwl,NEGATIVE,0.9988263249397278
0,@RailMinIndia Train No. 22462. B7 is very poorly maintained yesterday toilets were dirty. today no water in toilets. @sureshpprabhu,train no b poorly maintained yesterday toilet dirty today water toilet,NEGATIVE,0.999413251876831
0,@RailMinIndia Unreserved people sitting near toilets female passengers finding difficult to use washroom pnr 8647770808 coach s12,unreserved people sitting near toilet female passenger finding difficult use washroom pnr coach,NEGATIVE,0.9976143836975098
5,"@sureshpprabhu @RailMinIndia @IRCTC_Ltd refunds for PNR's 4631100452, 4738172060, 4116851372, 4836735071 pending since 30th may 2016. pl hlp",refund pnrs pending since th may pl hlp,NEGATIVE,0.9797928333282471
5,@sureshpprabhu @IRCTC_Ltd @RailMinIndia payment done. Ticket not issued. And cant book again as 2 tickets (1/2) https://t.co/i8ak6SsWp9,payment done ticket issued and cant book ticket httpstcoiaksswp,NEGATIVE,0.9973546266555786
2,pnr no 4512791357 need mdical 1.having blood vomits ,pnr need mdical blood vomit,NEGATIVE,0.9973577857017517
6,"@RailMinIndia @santosh4soni Sir, thanks for your appreciation.",sir thanks appreciation,POSITIVE,0.9987922310829163
3,@RailMinIndia We r travelling in train no. 22634 from delhi to UDUPi.....There is no water shop available in the train...In ha 1 coach....,we r travelling train delhi udupithere water shop available trainin ha coach,NEGATIVE,0.9978652596473694
5,"@sureshpprabhu @RailMinIndia Sir no response from anywhere neither @GMNWRailway @IRCTC_Ltd nor @RailMinIndia TDR Rejected, PNR 2763153576",sir response anywhere neither tdr rejected pnr,NEGATIVE,0.9993815422058105
5,"@RailMinIndia my 2AC ticket status changed from rac-12 to w/l 2, whats happening in Indian railway JAI HO CORRUPTION https://t.co/KpYzDhmf4E",ac ticket status changed rac wl whats happening indian railway jai ho corruption httpstcokpyzdhmfe,NEGATIVE,0.9943610429763794
1,"@RailMinIndia @aashishkota Sir, FIR lodged by GRP/Kota vide Cr.No.158/16 U/S 380 IPC dt.04.06.16",sir fir lodged grpkota vide crno us ipc dt,NEGATIVE,0.9929722547531128
4,"@RailMinIndia @drmdelhi dear sir Kisan express 14519 regularly late arrived at Hisar, complaint  or tweeted so manyâ¦ https://t.co/DDcrzPRWq8",dear sir kisan express regularly late arrived hisar complaint tweeted manyâ httpstcoddcrzprwq,NEGATIVE,0.9935469031333923
4,"@RailMinIndia Dadar-Bikaner Express(12490) running 1:30hours late,worst travel experience in life.and we r dreaming about Fast bullet train",dadarbikaner express running hour lateworst travel experience lifeand r dreaming fast bullet train,NEGATIVE,0.9995225667953491
6,HEREISTITLE https://t.co/840D5D8WJS,hereistitle httpstcoddwjs,NEGATIVE,0.995060384273529
6," PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen",pnr trn dt frm mgs ctc clsa pb sir i lost shoesmay one stolen,NEGATIVE,0.9991495609283447
0,@RailMinIndia there is leakage of roof of train no. 16346 coach no B4 at toilet and near toilet area. Repair it. https://t.co/rcDA52wbZw,leakage roof train coach b toilet near toilet area repair httpstcorcdawbzw,NEGATIVE,0.998458981513977
4,@RailMinIndia Sir we waiting 4 train 12584.It time is 2PM but it is 1 hour late n still no delay on enquiry .Kindly look into it,sir waiting train it time pm hour late n still delay enquiry kindly look,POSITIVE,0.9951750040054321
6,@drmncrald @GMNCR1 @rudrakumathakur @RailSamachar @RailMinIndia @PMOIndia @narendramodi @PMOffice_Indiaâ¦ https://t.co/Z8FOLm3QmX,httpstcozfolmqmx,NEGATIVE,0.9864902496337891
5,@RailMinIndia one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter.,one day railway official plz try booking tatkal ticket u understand ticket booked counter,NEGATIVE,0.9861225485801697
4,RT @KARailway: Provide 1min stoppage for Karnataka Sampark Kranthi at #Haveri @DrmMys @GMSWR @RailMinIndia @PiyushGoyalOffcâ¦,rt provide min stoppage karnataka sampark kranthi haveri,NEGATIVE,0.9682145714759827
5,@RailMinIndia PNR no 2816590786 &amp; 2815712288  one  S5 35 allotted  for two persons  kindly help,pnr amp one s allotted two person kindly help,NEGATIVE,0.9855681657791138
0,@sureshpprabhu @RailMinIndia This is Boisar station when I was there last week. Clean platform and tracks. https://t.co/rI8cYCcFqA,this boisar station i last week clean platform track httpstcoricyccfqa,NEGATIVE,0.9651398062705994
0,@sureshpprabhu @RailMinIndia Coach-G16 12878 the condition of bathroom and coach is disappointing.. No water in bathroom.. Pnr - 276-1985743,coachg condition bathroom coach disappointing no water bathroom pnr,NEGATIVE,0.9995545744895935
3,@RailMinIndia what is the price of water bottle in train?,price water bottle train,NEGATIVE,0.9965379238128662
5,@RailMinIndia @sureshpprabhu sir today I tried tatkal booking @ 10:58 the server not allowing me to login horrible exp hope u do d needful,sir today i tried tatkal booking server allowing login horrible exp hope u needful,NEGATIVE,0.9451611638069153
0,"@sureshpprabhu @RailMinIndia @drmjabalpur Sir, there is no water in coaches S-2,S-3 of train no. 12167.Train at Jabalpur.Kindly refill water",sir water coach ss train train jabalpurkindly refill water,NEGATIVE,0.9976732134819031
4,@RailMinIndia train no 12554 is also 2 hours late but on gonda station my train hold &amp; wait for 12554 after coming &amp; pass this train.,train also hour late gonda station train hold amp wait coming amp pas train,NEGATIVE,0.9886887669563293
1,@RailMinIndia sir I have lodged complaint no W/NR/LKO/000131407 DT 06/06/2016None has replied..... Kindly intervene,sir i lodged complaint wnrlko dt none replied kindly intervene,POSITIVE,0.5270935893058777
6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦ ",rt all commodity registered robust growth steel cement container iron ore coal â,POSITIVE,0.9957389831542969
5,@RailMinIndia tatkal agents @nagpurrailwaystation https://t.co/qXwmxHRYhg,tatkal agent httpstcoqxwmxhryhg,NEGATIVE,0.9900878071784973
0,"@RailMinIndia  PNR 2219054565 coach is so dirty , no cleaning facility Evn dustbin is  full .  inconvenience caused.",pnr coach dirty cleaning facility evn dustbin full inconvenience caused,NEGATIVE,0.9989882111549377
5,"@RailMinIndia Seeking clarification. If I book tickt frm statn A to B with boarding statn as X, TT will not cancel my ticket till station X?",seeking clarification if i book tickt frm statn a b boarding statn x tt cancel ticket till station x,NEGATIVE,0.9982909560203552
0,"@sureshpprabhu @RailMinIndia @PMOIndia  no one can sit anywhere, as there is water from every where inside compartment.",one sit anywhere water every inside compartment,NEGATIVE,0.9982855916023254
6,@manojsinhabjp https://t.co/7qbVSFwgdF,httpstcoqbvsfwgdf,NEGATIVE,0.9911448359489441
5,@RailMinIndia Sir this one is the detail...... https://t.co/AQJ6C3qg9g,sir one detail httpstcoaqjcqgg,POSITIVE,0.9575973153114319
5,@RailMinIndia Now Iam forced to travel to BZA to track the same as NDLS refused for any help. This is a horrible situation.,now iam forced travel bza track ndls refused help this horrible situation,NEGATIVE,0.9997215867042542
0,"@RailMinIndia PNR:2647285212,TRAIN:22471Railway says that they provide free wifi in this train.  But wifi is not working in my coach.",pnrtrainrailway say provide free wifi train but wifi working coach,NEGATIVE,0.9975104331970215
6,@sureshpprabhu @RailMinIndia what's the point of paying dynamic prices when u can't run a train on time #SuvidhaExp,whats point paying dynamic price u cant run train time suvidhaexp,NEGATIVE,0.9917526841163635
3,@sureshpprabhu @RailMinIndia catering team is even not selling railway water...selling water of different cmpny without sealed pack...,catering team even selling railway waterselling water different cmpny without sealed pack,NEGATIVE,0.9895981550216675
3,"@sureshpprabhu @RailMinIndia delhi amritsar shatabdi 12031 horrable food ,attendent has not been even bring the complain book to raise issue",delhi amritsar shatabdi horrable food attendent even bring complain book raise issue,NEGATIVE,0.9891831874847412
5,@sureshpprabhu @RailMinIndia will also help in detecting frauds and black marketing of all sorts of tickets hope you would like the idea,also help detecting fraud black marketing sort ticket hope would like idea,POSITIVE,0.9434676766395569
7,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203,kindly send anyone railway staff attend,NEGATIVE,0.9790526032447815
5,@sureshpprabhu @Central_Railway @RailMinIndia  I have been following up for refund for 3 weeks but no response.PNR number 4737606454.,i following refund week responsepnr number,NEGATIVE,0.9963483214378357
1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this,send police officer immediate take action,NEGATIVE,0.976128339767456
5,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia",please take case i cant keep calling irctc number doesnt get connected,NEGATIVE,0.9975581169128418
0,@sureshpprabhu  Sorry to say bitter true that there is no ?????? ???? ?????? at Patna Jn. Still dirty platform n rail tracks. @RailMinIndia,sorry say bitter true patna jn still dirty platform n rail track,NEGATIVE,0.997163712978363
7,"@Uttambanerjee10  Kindly share PNR number, issue forwarded to concerned officials @ed_eeg @Drmnfr_lmg @Drmvijayawada",kindly share pnr number issue forwarded concerned official,NEGATIVE,0.9806644916534424
3,@sureshpprabhu  @RailMinIndia Namaste sirWhy you not make accountable caterers for proper stacking of food plate https://t.co/wHMrLEhrjs,namaste sirwhy make accountable caterer proper stacking food plate httpstcowhmrlehrjs,NEGATIVE,0.9992868304252625
1,"@RailMinIndia @alfapebltd Sir, u r brother could not be traced despite best efforts. Pl. lodge missing report with GRP/Varansi.",sir u r brother could traced despite best effort pl lodge missing report grpvaransi,NEGATIVE,0.9989533424377441
5,@sureshpprabhu @RailMinIndia railway is going fast but still the tatkal ticket booking at irctc site is like running at tortoise speed,railway going fast still tatkal ticket booking irctc site like running tortoise speed,NEGATIVE,0.9907614588737488
0,"@RailMinIndia only one charging point among six passengers in AC2nd Train No 12321, PNR 6655497313",one charging point among six passenger acnd train no pnr,NEGATIVE,0.996250569820404
0,"@RailMinIndia travelled by train 16649,the c2 coach was infested with cockroaches.informed drm tvm but no response",travelled train c coach infested cockroachesinformed drm tvm response,NEGATIVE,0.9990890026092529
4,@RailMinIndia @akc4karnal @sureshpprabhu @narendramodi Auto Signalling should be done over DLI-UMB route asap. Trains running late.,auto signalling done dliumb route asap trains running late,NEGATIVE,0.9947931170463562
6,@RailMinIndia Now railway is performing  best,now railway performing best,POSITIVE,0.9976270794868469
3,@RailMinIndia @sureshpprabhu Pantry is charging Rs 5 extra over the MRP as cooling charges colddrink..train 12802 -PNR 2219094093 S2-48,pantry charging rs extra mrp cooling charge colddrinktrain pnr s,NEGATIVE,0.989865243434906
4,@RailMinIndia I am unable to contact the person can u plz call d given no...! Sry for late rply,i unable contact person u plz call given sry late rply,NEGATIVE,0.9993865489959717
5,@RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets. Weird and pathetic.,irctc looting customer non confirmed ticket deducting even non confirmed wl ticket weird pathetic,NEGATIVE,0.9997140765190125
0,@RailMinIndia Train No 09810 Coach B1. AC not working and passengers are suffering a lot,train no coach b ac working passenger suffering lot,NEGATIVE,0.9974181652069092
3,@RailMinIndia @drmsdah ..plz let me know the fine charges for onboarding in vendor comp. of LADIES SPL. trn in sdh div,plz let know fine charge onboarding vendor comp ladies spl trn sdh div,NEGATIVE,0.9877719879150391
5,@RailMinIndia @sureshpprabhu : Mobile charging sockets not working at our seats. Ticket PNR- 4631896219. Need appropriate action.,mobile charging socket working seat ticket pnr need appropriate action,NEGATIVE,0.9988681077957153
5,"@RailMinIndia I need to book full coach, so i need help, where can i book coach and my all tickets will transfer? please help me.",i need book full coach need help book coach ticket transfer please help,NEGATIVE,0.9984741806983948
6,"@RailMinIndia @SRailwayIndiaJanani Sewa launched-Infant food now available at NVRR Platform-2,Palakkad Jn.",sewa launchedinfant food available nvrr platformpalakkad jn,NEGATIVE,0.9842886328697205
5,@RailMinIndia @sureshpprabhu sir Paid 500 by staff for no platform ticket  when asked reciept and name he was threatened to pay 1000,sir paid staff platform ticket asked reciept name threatened pay,NEGATIVE,0.9984966516494751
0,@RailMinIndia PNR 6253134881 train no 22940. Dirty toilets and bedroll. Pathetic. Please help.,pnr train dirty toilet bedroll pathetic please help,NEGATIVE,0.9994742274284363
6,@RailMinIndia @CoalIndiaHQ #StopStaggeredRestCil,stopstaggeredrestcil,NEGATIVE,0.9943932294845581
4,@RailMinIndia @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs ,the train stopped due engine breakdown since last hr creating long agâ httpstcookndogs,NEGATIVE,0.9990805387496948
6,"found a fun, we passengers couldnât differentiate b/w a real and a toy pnr 4512791357",found fun passenger couldnât differentiate bw real toy pnr,POSITIVE,0.9982561469078064
5,@RailMinIndia 4din Se Delhi pe he Bhubaneswar kelie tickets nehin milraha train me Me n mera dost Interview kelie aaye the Plzz helpus plz,din se delhi pe bhubaneswar kelie ticket nehin milraha train me n mera dost interview kelie aaye plzz helpus plz,NEGATIVE,0.9914831519126892
0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master... https://t.co/QkIGDmnNS6,water wasted lttmumbai no action taken station master httpstcoqkigdmnns,NEGATIVE,0.9986550807952881
0,"@RailMinIndia Water pipe broken in Platform 7, SBC,  Bengaluru,  Majestic.  Kindly fix.",water pipe broken platform sbc bengaluru majestic kindly fix,NEGATIVE,0.990635335445404
3,"@sureshpprabhu  @RailMinIndia  Sad reality of ur railwy Sir, we can afford water n live wtht wifi pls sir fix basics https://t.co/zTxDa1vxau",sad reality ur railwy sir afford water n live wtht wifi pls sir fix basic httpstcoztxdavxau,NEGATIVE,0.990199625492096
6,#amreading #urbanfantasy #uf #ufart #urbanfantasyart #magic #booksaremagic #amreading #pnr #paranormalromanceâ¦ https://t.co/0PLQ8FCV7a,amreading urbanfantasy uf ufart urbanfantasyart magic booksaremagic amreading pnr paranormalromanceâ httpstcoplqfcva,NEGATIVE,0.9839155077934265
7,RT @BPShourya: It's true and strict action should be taken against ppl doing so. Few months back @RailMinIndia had issued rate lisâ¦ ,rt its true strict action taken ppl few month back issued rate lisâ,POSITIVE,0.9632019996643066
5,"@RailMinIndia tried to book tatkal tkt. made d payment 10.02 am both days, but failed get a tkt. agent manage 2 get tkt. how ? smell a rat",tried book tatkal tkt made payment day failed get tkt agent manage get tkt smell rat,NEGATIVE,0.9991921782493591
4, @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs,the train stopped due engine breakdown since last hr creating long agâ httpstcookndogs,NEGATIVE,0.998748779296875
5,@RailMinIndia Want to book ticket from ndls-NJP 12june Rajdh.Ex. but almost ticket has already been booked in Tatkal https://t.co/bzR1cjt3dE,want book ticket ndlsnjp june rajdhex almost ticket already booked tatkal httpstcobzrcjtde,NEGATIVE,0.995776891708374
3,@RailMinIndia Train 04972 G11 catering staff only offering 1 fix meal thali for Rs.120. Had to take as no other option available. Jat-Jai,train g catering staff offering fix meal thali rs had take option available jatjai,NEGATIVE,0.9987657070159912
0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master. https://t.co/BekJPgKfjt,water wasted lttmumbai no action taken station master httpstcobekjpgkfjt,NEGATIVE,0.9988130331039429
5,@RailMinIndia may take cue from global companies to train Travelling Ticket Examiner. https://t.co/0GDt3Yofsh,may take cue global company train travelling ticket examiner httpstcogdtyofsh,NEGATIVE,0.9576514363288879
5,@RailMinIndia bcoz of agents we r nt able 2 book Tatkal Tkt from RANCHI HEAD POST OFFICE Look into this. They r doing black marketing of tkt,bcoz agent r nt able book tatkal tkt ranchi head post office look they r black marketing tkt,NEGATIVE,0.9718306660652161
5,@RailMinIndiaDear sirPls make the online facility for general tickets throuch irctc like portals,sirpls make online facility general ticket throuch irctc like portal,NEGATIVE,0.9973925352096558
6,@KaliaAjit @prayag @RailMinIndia @PiyushGoyalOffc They do not have performance appraisal and variable pay. So obvioâ¦ https://t.co/p1S66EYupu,they performance appraisal variable pay so obvioâ httpstcopseyupu,NEGATIVE,0.9963451027870178
0,@RailMinIndia pnr no. 8147850160 train. 59014 S S2 coach suspension is not working getting heavy bumps on head please repair it..now..,pnr train s s coach suspension working getting heavy bump head please repair itnow,NEGATIVE,0.9968844056129456
6,@RailMinIndia catching agents will not solve problem like this instead increase the time for booking of counter tickets like irctc 35secs,catching agent solve problem like instead increase time booking counter ticket like irctc sec,NEGATIVE,0.9978873133659363
5,@RailMinIndia i have booked my ticket online but didn't get any sms or mail confirmation about reservation. https://t.co/c4IC1jEHUF,booked ticket online didnt get sm mail confirmation reservation httpstcocicjehuf,NEGATIVE,0.9978315234184265
5,@sureshpprabhu @RailMinIndia trying to book tatkal ticket from MFP to NDLS for last 1 week and have failed due to your poor website performa,trying book tatkal ticket mfp ndls last week failed due poor website performa,NEGATIVE,0.9996532201766968
5,@RailMinIndia n ticket collecter full support but railway employs groupD is not allowed any coach in train n ticket collecter use some,n ticket collecter full support railway employ groupd allowed coach train n ticket collecter use,NEGATIVE,0.9868285059928894
0,@RailMinIndia @sureshpprabhu my PNR is 8347300928 and mobile no is 7055129100. Coach and toilet are very dirty.No one is here for customer.,pnr mobile coach toilet dirtyno one customer,NEGATIVE,0.9986802935600281
3,@RailMinIndia @GM_ECRly @DrmDnr pltfrm 4 PNBE ..sells softdrinks@MRP+5 &amp; RAILNEER@15 even thgh clearly written@15 https://t.co/3mXmmpSrjq,pltfrm pnbe sell softdrinks amp railneer even thgh clearly written httpstcomxmmpsrjq,NEGATIVE,0.9962283372879028
0,@RailMinIndia - extremely dirty bathrooms in ac 2 tier coaches of 12552. The overall maintenance and cleanliness seems below par,extremely dirty bathroom ac tier coach the overall maintenance cleanliness seems par,NEGATIVE,0.9991570711135864
4,@RailMinIndia want to inform u that train no12562 run late on regular basis please intervene to correct it's timing.why always run late,want inform u train run late regular basis please intervene correct timingwhy always run late,NEGATIVE,0.9963067770004272
5,"@RailMinIndia having very bad experience by railway TTE in G3 OF 12984 SEAT 10 , TTE NOT EVEN RPLYD PRPRLY WEN ASKED ABT SEAT 4 LADIES",bad experience railway tte g of seat tte not even rplyd prprly wen asked abt seat ladies,NEGATIVE,0.9986692667007446
6,RT @TheRealDharmu: @razzaqlucky @MDARIFAZIZ1 @rafeliberty @PiyushGoyal @SCRailwayIndia @drmned @RailMinIndia Is any action taken or juâ¦ ,rt is action taken juâ,NEGATIVE,0.9942530989646912
4,@RailMinIndia  no coach location sign boards on Ludhiana JN . IT IS VERY HARD TO RUN FOR it when not aware. LDH JN is a busy station.,coach location sign board ludhiana jn it is very hard to run for aware ldh jn busy station,NEGATIVE,0.9932078719139099
1,"@RailMinIndia @mukeshsoni777 Sir, FIR has been lodged by GRP/Raipur vide Cr.No. 94/16 U/S 379 IPC.",sir fir lodged grpraipur vide crno us ipc,NEGATIVE,0.9941199421882629
3,Pantry manager has promised to look into the matter. Hope this never continues. Thanks for the help. https://t.co/juH2XstguW,pantry manager promised look matter hope never continues thanks help httpstcojuhxstguw,NEGATIVE,0.9824134111404419
5,@sureshpprabhu @RailMinIndia There is huge rush for tatkal tickets and BEM stn ticket window asks for extra rupees for ticket. Pls intervene,there huge rush tatkal ticket bem stn ticket window asks extra rupee ticket pls intervene,NEGATIVE,0.9910086989402771
4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ ,rt hour journey completed hr excluding waiting time hrsu take responsibility mostly train late tâ,NEGATIVE,0.9544860124588013
5,@sureshpprabhu @RailMinIndia @drmdelhi Mission 5 min fail at DEC.PASSANGER not getting tickets in 5 min https://t.co/0GC9NW3uxB,mission min fail decpassanger getting ticket min httpstcogcnwuxb,NEGATIVE,0.9992088675498962
4,@sureshpprabhu @RailMinIndia Train no-12488(semanchal)From -Anvt to PatnaRunning very late(4 to 9 hrs) on daily basis.plz do the needful.,train nosemanchalfrom anvt patnarunning late hr daily basisplz needful,NEGATIVE,0.9200130105018616
3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only .,veg thali paid rs,NEGATIVE,0.991905927658081
4,@RailMinIndia again train late by an hour https://t.co/W1YPmaCj4N,train late hour httpstcowypmacjn,NEGATIVE,0.9920527935028076
6,"RT @RailMinIndia: Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of traâ¦ ",rt sh vishvesh chaubegm nr undertook surprise inspection new delhi stn amp took stock passenger amenity traâ,NEGATIVE,0.5736242532730103
4,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦,rt ntes national train enquiry system updating mumbai localtrain running info properly,NEGATIVE,0.9996017813682556
5,"@sureshpprabhu @RailMinIndia Bought 1st class ticket of western rly local train, board oldest train running on d li https://t.co/zAqO9Zm1KR",bought st class ticket western rly local train board oldest train running li httpstcozaqozmkr,NEGATIVE,0.8765649199485779
0,@RailMinIndia @SRailwayIndia on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows,board housekeeping info sticker tampared housekeeping rain water comming window,NEGATIVE,0.9977721571922302
0,@RailMinIndia VERY VERY dirty toilets. 12423 DBRT Rajdhani Express. Coach B4.Never expected this in Rajdhani train@sureshpprabhu,very very dirty toilet dbrt rajdhani express coach bnever expected rajdhani train,NEGATIVE,0.9963502883911133
0,@RailMinIndia...toilet very dirty in s4 coach of saraighat express 12345...contents of toilet are over flowing....,toilet dirty coach saraighat express content toilet flowing,NEGATIVE,0.9992963075637817
0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.. https://t.co/cdfsa43XyZ,water wasted lttmumbai no action taken station master httpstcocdfsaxyz,NEGATIVE,0.9982151985168457
6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Rupv5ynCuH,httpstcorupvyncuh,NEGATIVE,0.9910953044891357
